96,0,26,15,2,6,4,4,32,15
3,115,5,12,1,4,5,5,7,43
9,1,87,15,35,21,17,9,6,0
2,0,13,89,21,45,16,8,1,5
3,0,19,22,106,21,18,9,1,1
0,0,8,53,11,112,5,7,1,3
0,0,3,27,15,10,140,1,1,3
0,0,13,16,23,33,2,112,0,1
7,5,5,8,2,6,1,2,152,12
3,16,4,8,3,3,6,7,8,142
